transaction_id,transaction_date,customer_id,product_id,product_name,category,subcategory,region,quantity,unit_price,discount_pct,revenue,cost,profit,sales_channel,payment_method,customer_segment
TXN-001657,2024-02-09,CUST-00011,PROD-0050,Tower Server,Hardware,Servers,Asia Pacific,1,10986.84,0.0,10986.84,5958.67,5028.17,Partner,Wire Transfer,Government
TXN-001658,2023-05-14,CUST-00290,PROD-0058,KVM Switch,Hardware,Peripherals,Asia Pacific,1,10971.46,0.0,10971.46,6719.74,4251.72,Partner,Purchase Order,Mid-Market
TXN-001659,2025-08-16,CUST-00488,PROD-0066,Lambda Function,Cloud Infrastructure,Compute,Europe,1,1830.22,0.0,1830.22,719.87,1110.35,Reseller,Credit Card,Government
TXN-001660,2025-06-03,CUST-00162,PROD-0080,Vision Service,Cloud Infrastructure,AI/ML Services,North America,4,12320.64,25.0,36961.93,28486.96,8474.97,Partner,Wire Transfer,Enterprise
TXN-001661,2025-08-20,CUST-00300,PROD-0069,S3 Bucket,Cloud Infrastructure,Cloud Storage,Middle East & Africa,5,12818.37,15.0,54478.06,35028.8,19449.26,Direct,Credit Card,Startup
TXN-001662,2025-02-20,CUST-00132,PROD-0064,GPU Tesla,Hardware,Components,Middle East & Africa,1,6718.75,0.0,6718.75,3653.83,3064.92,Partner,Net 60,Startup
TXN-001663,2023-03-05,CUST-00010,PROD-0040,Certification Prep,Services,Training,Europe,1,3548.18,0.0,3548.18,1493.32,2054.86,Partner,Credit Card,Startup
TXN-001664,2025-11-10,CUST-00201,PROD-0039,Executive Briefing,Services,Training,Europe,1,12095.9,10.0,10886.31,7231.22,3655.09,Online,Net 60,Startup
TXN-001665,2023-03-29,CUST-00486,PROD-0032,24/7 Critical,Software,Support Plans,North America,9,9206.04,0.0,82854.37,52548.84,30305.53,Online,Net 30,SMB
TXN-001666,2024-10-26,CUST-00311,PROD-0035,Security Audit,Services,Consulting,Middle East & Africa,1,11380.38,20.0,9104.31,4716.44,4387.87,Online,,Government
TXN-001667,2024-09-21,CUST-00265,PROD-0064,GPU Tesla,Hardware,Components,Europe,1,5753.41,,5178.07,3653.83,1524.24,Direct,Wire Transfer,Startup
TXN-001668,2025-09-17,CUST-00034,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Middle East & Africa,2,5349.83,10.0,9629.69,5499.1,4130.59,Partner,Credit Card,Startup
TXN-001669,2023-08-06,CUST-00460,PROD-0080,Vision Service,Cloud Infrastructure,AI/ML Services,North America,2,11673.63,0.0,23347.26,14243.48,9103.78,Online,Purchase Order,SMB
TXN-001670,2025-01-24,CUST-00288,PROD-0013,Managed Switch 24P,Electronics,Networking,Latin America,4,9001.22,0.0,36004.88,21489.16,14515.72,Partner,Credit Card,
TXN-001671,2023-07-12,CUST-00145,PROD-0060,Label Printer,Hardware,Peripherals,Asia Pacific,1,7923.77,0.0,7923.77,3729.22,4194.55,Online,Net 30,Government
TXN-001672,2024-06-24,CUST-00116,PROD-0009,Wireless Mouse,Electronics,Accessories,Middle East & Africa,15,2700.1,0.0,40501.45,30424.95,10076.5,Reseller,,Startup
TXN-001673,2025-04-27,CUST-00177,PROD-0051,Blade Server,Hardware,Servers,Asia Pacific,1,9977.83,0.0,9977.83,3386.24,6591.59,Partner,Net 60,
TXN-001674,2025-10-25,CUST-00239,PROD-0060,Label Printer,Hardware,Peripherals,Asia Pacific,1,6254.52,5.0,5941.8,3729.22,2212.58,Direct,Net 60,Startup
TXN-001675,2023-06-21,CUST-00011,PROD-0038,Developer Bootcamp,Services,Training,Asia Pacific,10,2645.79,5.0,25135.02,15671.4,9463.62,Partner,Wire Transfer,Mid-Market
TXN-001676,2025-02-02,CUST-00267,PROD-0031,Enterprise Support,Software,Support Plans,Middle East & Africa,1,12085.8,5.0,11481.51,7769.8,3711.71,Direct,Credit Card,Enterprise
TXN-001677,2024-11-13,CUST-00114,PROD-0023,HR Suite,Software,SaaS Subscriptions,Asia Pacific,4,2095.19,0.0,8380.75,6671.24,1709.51,Online,Credit Card,Enterprise
TXN-001678,2024-01-16,CUST-00385,PROD-0032,24/7 Critical,Software,Support Plans,Asia Pacific,1,9602.47,15.0,8162.1,5838.76,2323.34,Partner,Net 30,Government
TXN-001679,2024-11-05,CUST-00082,PROD-0040,Certification Prep,Services,Training,Europe,5,3027.73,15.0,12867.83,7466.6,5401.23,Reseller,Wire Transfer,Startup
TXN-001680,2025-11-01,CUST-00488,PROD-0004,MacBook Pro 14,Electronics,Laptops,North America,1,14864.53,0.0,14864.53,10202.3,4662.23,Direct,Net 30,Mid-Market
TXN-001681,2025-04-24,CUST-00408,PROD-0052,GPU Server,Hardware,Servers,North America,1,5967.1,0.0,5967.1,4127.55,1839.55,Partner,Net 60,Enterprise
TXN-001682,2025-01-28,CUST-00395,PROD-0025,API Integration,Software,Custom Development,Latin America,1,8869.13,0.0,8869.13,7011.17,1857.96,Partner,Purchase Order,Government
TXN-001683,2024-12-16,CUST-00276,PROD-0043,Integration Setup,Services,Implementation,Europe,13,10334.39,0.0,134347.1,76318.06,58029.04,Direct,Purchase Order,Mid-Market
TXN-001684,2024-05-22,CUST-00103,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,Middle East & Africa,3,11866.83,15.0,30260.42,21072.6,9187.82,Online,Wire Transfer,Mid-Market
TXN-001685,2025-01-29,CUST-00052,PROD-0062,SSD 1TB,Hardware,Components,Middle East & Africa,6,9785.29,0.0,58711.71,15941.58,42770.13,Partner,Purchase Order,Mid-Market
TXN-001686,2024-11-12,CUST-00420,PROD-0026,Dashboard Build,Software,Custom Development,Latin America,1,493.17,20.0,394.53,275.72,118.81,Partner,Purchase Order,SMB
TXN-001687,2024-02-27,CUST-00470,PROD-0059,UPS 1500VA,Hardware,Peripherals,Latin America,1,10929.96,15.0,9290.47,5154.28,4136.19,Partner,Net 30,Startup
TXN-001688,2025-02-18,CUST-00094,PROD-0006,ProDisplay 32,Electronics,Monitors,Latin America,1,13602.14,0.0,13602.14,5456.19,8145.95,Reseller,Credit Card,SMB
TXN-001689,2025-01-24,CUST-00472,PROD-0027,Data Pipeline,Software,Custom Development,Asia Pacific,1,2618.85,,2487.91,933.31,1554.6,Reseller,Net 60,Government
TXN-001690,2023-03-28,CUST-00275,PROD-0009,Wireless Mouse,Electronics,Accessories,North America,5,2951.38,0.0,14756.89,10141.65,4615.24,Direct,Wire Transfer,Enterprise
TXN-001691,2023-10-28,CUST-00066,PROD-0052,GPU Server,Hardware,Servers,Latin America,1,4941.67,10.0,4447.5,4127.55,319.95,Reseller,Wire Transfer,Government
TXN-001692,2025-11-15,CUST-00346,PROD-0021,CRM Cloud,Software,SaaS Subscriptions,Europe,3,4659.38,0.0,13978.15,5433.06,8545.09,Partner,Credit Card,SMB
TXN-001693,2023-01-13,CUST-00047,PROD-0011,USB-C Hub,Electronics,Accessories,North America,1,15539.07,0.0,15539.07,4656.86,10882.21,Reseller,Purchase Order,Mid-Market
TXN-001694,2024-12-13,CUST-00438,PROD-0042,Data Migration,Services,Implementation,Latin America,2,5957.18,0.0,11914.37,7300.4,4613.97,Reseller,Purchase Order,Enterprise
TXN-001695,2023-03-26,CUST-00135,PROD-0029,Basic Support,Software,Support Plans,North America,1,1668.91,25.0,1251.68,565.36,686.32,Direct,Net 60,Government
TXN-001696,2024-09-09,CUST-00322,PROD-0035,Security Audit,Services,Consulting,Asia Pacific,3,10171.58,0.0,30514.73,14149.32,16365.41,Direct,Net 30,Enterprise
TXN-001697,2024-03-24,CUST-00209,PROD-0070,Block Storage,Cloud Infrastructure,Cloud Storage,Middle East & Africa,2,11047.91,0.0,22095.82,13884.6,8211.22,Partner,Credit Card,Enterprise
TXN-001698,2024-03-11,CUST-00133,PROD-0075,Cache Cluster,Cloud Infrastructure,Database,North America,1,10058.47,0.0,10058.47,6157.07,3901.4,Online,Purchase Order,Mid-Market
TXN-001699,2024-06-14,CUST-00016,PROD-0020,Analytics Pro,Software,Licenses,Europe,3,11119.09,20.0,26685.82,14681.46,12004.36,Online,Net 60,Startup
TXN-001700,2025-04-21,CUST-00349,PROD-0006,ProDisplay 32,Electronics,Monitors,Europe,1,11895.06,0.0,11895.06,5456.19,6438.87,Direct,Wire Transfer,
TXN-001701,2025-09-09,CUST-00415,PROD-0069,S3 Bucket,Cloud Infrastructure,Cloud Storage,Asia Pacific,7,10440.82,0.0,73085.73,49040.32,24045.41,Partner,Wire Transfer,Mid-Market
TXN-001702,2024-04-23,CUST-00022,PROD-0034,Architecture Design,Services,Consulting,Latin America,5,13686.19,0.0,68430.97,25582.5,42848.47,Direct,Credit Card,Startup
TXN-001703,2025-09-06,CUST-00098,PROD-0012,Webcam HD,Electronics,Accessories,Middle East & Africa,1,2597.7,0.0,2597.7,2206.8,390.9,Partner,Credit Card,SMB
TXN-001704,2023-05-19,CUST-00172,PROD-0003,ThinkPad X1,Electronics,Laptops,Middle East & Africa,1,14938.89,0.0,14938.89,8147.32,6791.57,Reseller,Purchase Order,Mid-Market
TXN-001705,2023-09-12,CUST-00152,PROD-0077,Model Training,Cloud Infrastructure,AI/ML Services,North America,12,10556.08,10.0,114005.68,76560.84,37444.84,Reseller,Credit Card,SMB
TXN-001706,2023-03-23,CUST-00173,PROD-0031,Enterprise Support,Software,Support Plans,North America,1,11874.87,20.0,9499.9,7769.8,1730.1,Online,Net 60,Startup
TXN-001707,2024-10-20,CUST-00443,PROD-0013,Managed Switch 24P,Electronics,Networking,Asia Pacific,1,9348.4,0.0,9348.4,5372.29,3976.11,Partner,Purchase Order,Government
TXN-001708,2023-11-08,CUST-00208,PROD-0001,ProBook 450,Electronics,Laptops,Middle East & Africa,3,6290.61,0.0,18871.83,13125.84,5745.99,Reseller,Credit Card,Government
TXN-001709,2024-02-18,CUST-00428,PROD-0069,S3 Bucket,Cloud Infrastructure,Cloud Storage,Asia Pacific,1,10770.53,5.0,10232.0,7005.76,3226.24,Online,Net 30,Startup
TXN-001710,2023-01-24,CUST-00193,PROD-0023,HR Suite,Software,SaaS Subscriptions,Latin America,1,2726.09,0.0,2726.09,1667.81,1058.28,Reseller,Net 30,Startup
TXN-001711,2024-06-24,CUST-00339,PROD-0005,UltraSharp 27,Electronics,Monitors,Middle East & Africa,1,12717.83,10.0,11446.04,5626.76,5819.28,Online,Net 60,Mid-Market
TXN-001712,2023-07-07,CUST-00229,PROD-0008,Studio Display,Electronics,Monitors,Europe,5,8365.33,5.0,39735.3,14026.7,25708.6,Reseller,Credit Card,Government
TXN-001713,2024-07-18,CUST-00224,PROD-0074,NoSQL Service,Cloud Infrastructure,Database,Asia Pacific,1,10803.14,20.0,8642.51,4108.57,4533.94,Partner,Purchase Order,Enterprise
TXN-001714,2025-08-24,CUST-00153,PROD-0048,Database Admin,Services,Managed Services,Europe,1,8785.66,0.0,8785.66,5035.4,3750.26,Direct,Credit Card,Startup
TXN-001715,2024-09-11,CUST-00432,PROD-0074,NoSQL Service,Cloud Infrastructure,Database,North America,2,10334.09,20.0,16534.55,8217.14,8317.41,Partner,Net 30,Enterprise
TXN-001716,2025-08-03,CUST-00261,PROD-0005,UltraSharp 27,Electronics,Monitors,Europe,3,14228.2,0.0,42684.6,16880.28,25804.32,Partner,Purchase Order,SMB
TXN-001717,2023-08-26,CUST-00180,PROD-0033,Strategy Review,Services,Consulting,Latin America,1,8884.01,0.0,8884.01,3578.98,5305.03,Reseller,Purchase Order,Government
TXN-001718,2025-03-11,CUST-00381,PROD-0037,Admin Training,Services,Training,Middle East & Africa,8,9106.8,0.0,72854.41,47206.48,25647.93,Online,Net 30,Mid-Market
TXN-001719,2024-07-05,CUST-00475,PROD-0002,EliteBook 840,Electronics,Laptops,Asia Pacific,4,7012.04,0.0,28048.14,15680.32,12367.82,Direct,Credit Card,Startup
TXN-001720,2023-03-14,CUST-00150,PROD-0056,Flash Storage,Hardware,Storage,Europe,8,3308.93,25.0,19853.59,10195.76,9657.83,Partner,,Enterprise
TXN-001721,2023-01-25,CUST-00376,PROD-0018,Security Platform,Software,Licenses,North America,1,13138.14,0.0,13138.14,10788.97,2349.17,Online,Net 60,
TXN-001722,2023-12-04,CUST-00293,PROD-0079,AutoML Pipeline,Cloud Infrastructure,AI/ML Services,North America,1,9721.94,0.0,9721.94,2954.31,6767.63,Online,Purchase Order,Startup
TXN-001723,2025-12-19,CUST-00105,PROD-0024,Project Manager,Software,SaaS Subscriptions,Europe,1,11404.08,10.0,10263.67,3980.45,6283.22,Reseller,Wire Transfer,Mid-Market
TXN-001724,2023-07-07,CUST-00103,PROD-0053,NAS 8-Bay,Hardware,Storage,North America,2,637.57,25.0,956.36,637.76,318.6,Reseller,Purchase Order,SMB
TXN-001725,2025-10-01,CUST-00235,PROD-0071,Archive Storage,Cloud Infrastructure,Cloud Storage,Middle East & Africa,1,6195.0,0.0,6195.0,2572.87,3622.13,Partner,Wire Transfer,Government
TXN-001726,2023-02-12,CUST-00066,PROD-0071,Archive Storage,Cloud Infrastructure,Cloud Storage,Europe,1,5399.28,0.0,5399.28,2572.87,2826.41,Online,Credit Card,Enterprise
TXN-001727,2025-06-17,CUST-00008,PROD-0007,ThinkVision 24,Electronics,Monitors,Middle East & Africa,1,8270.05,0.0,8270.05,4329.67,3940.38,Partner,Purchase Order,Enterprise
TXN-001728,2024-04-30,CUST-00031,PROD-0039,Executive Briefing,Services,Training,North America,1,12003.91,0.0,12003.91,7231.22,4772.69,Direct,Credit Card,Mid-Market
TXN-001729,2023-07-11,CUST-00406,PROD-0048,Database Admin,Services,Managed Services,Latin America,1,10953.45,0.0,10953.45,5035.4,5918.05,Partner,Net 60,Enterprise
TXN-001730,2024-01-02,CUST-00309,PROD-0049,Rack Server 1U,Hardware,Servers,Europe,1,13788.9,15.0,11720.56,5991.23,5729.33,Reseller,Net 60,Mid-Market
TXN-001731,2025-05-27,CUST-00208,PROD-0009,Wireless Mouse,Electronics,Accessories,Europe,1,3107.83,25.0,2330.87,2028.33,302.54,Direct,Purchase Order,SMB
TXN-001732,2024-10-12,CUST-00337,PROD-0034,Architecture Design,Services,Consulting,North America,1,11514.21,25.0,8635.66,5116.5,3519.16,Direct,Net 30,Enterprise
TXN-001733,2025-02-24,CUST-00485,PROD-0079,AutoML Pipeline,Cloud Infrastructure,AI/ML Services,North America,1,8779.83,20.0,7023.87,2954.31,4069.56,Reseller,Wire Transfer,Government
TXN-001734,2024-09-27,CUST-00295,PROD-0051,Blade Server,Hardware,Servers,Europe,1,8839.71,0.0,8839.71,3386.24,5453.47,Reseller,Credit Card,Startup
TXN-001735,2023-01-14,CUST-00240,PROD-0069,S3 Bucket,Cloud Infrastructure,Cloud Storage,Europe,1,12644.77,0.0,12644.77,7005.76,5639.01,Direct,Net 60,Government
TXN-001736,2023-01-28,CUST-00053,PROD-0074,NoSQL Service,Cloud Infrastructure,Database,Middle East & Africa,1,10015.52,0.0,10015.52,4108.57,5906.95,Direct,Wire Transfer,Enterprise
TXN-001737,2024-09-13,CUST-00318,PROD-0015,Access Point Pro,Electronics,Networking,Latin America,1,8762.54,0.0,8762.54,4317.86,4444.68,Direct,Credit Card,Mid-Market
TXN-001738,2025-05-29,CUST-00356,PROD-0053,NAS 8-Bay,Hardware,Storage,Middle East & Africa,2,742.35,5.0,1410.46,637.76,772.7,Reseller,Net 60,Startup
TXN-001739,2025-08-18,CUST-00283,PROD-0011,USB-C Hub,Electronics,Accessories,Middle East & Africa,1,16260.98,20.0,13008.78,4656.86,8351.92,Online,Credit Card,SMB
TXN-001740,2023-06-19,CUST-00044,PROD-0020,Analytics Pro,Software,Licenses,Middle East & Africa,1,13597.14,0.0,13597.14,4893.82,8703.32,Partner,Credit Card,Government
TXN-001741,2025-03-02,CUST-00102,PROD-0014,WiFi 6E Router,Electronics,Networking,Asia Pacific,1,10739.16,25.0,8054.37,3978.55,4075.82,Direct,Purchase Order,SMB
TXN-001742,2024-02-29,CUST-00158,PROD-0053,NAS 8-Bay,Hardware,Storage,Middle East & Africa,1,694.97,,590.73,318.88,271.85,Reseller,Wire Transfer,Mid-Market
TXN-001743,2024-12-09,CUST-00060,PROD-0036,Cloud Migration,Services,Consulting,Latin America,1,13126.18,25.0,9844.64,6863.36,2981.28,Partner,Purchase Order,Enterprise
TXN-001744,2024-09-20,CUST-00387,PROD-0046,App Monitoring,Services,Managed Services,North America,20,3051.03,0.0,61020.54,18571.0,42449.54,Direct,Wire Transfer,Enterprise
TXN-001745,2025-05-08,CUST-00229,PROD-0007,ThinkVision 24,Electronics,Monitors,Middle East & Africa,2,8846.95,0.0,17693.91,8659.34,9034.57,Direct,Purchase Order,Startup
TXN-001746,2025-11-23,CUST-00082,PROD-0021,CRM Cloud,Software,SaaS Subscriptions,Middle East & Africa,1,4917.67,15.0,4180.02,1811.02,2369.0,Reseller,Net 30,Enterprise
TXN-001747,2024-12-29,CUST-00070,PROD-0079,AutoML Pipeline,Cloud Infrastructure,AI/ML Services,Europe,1,7609.94,15.0,6468.45,2954.31,3514.14,Direct,Purchase Order,SMB
TXN-001748,2024-11-18,CUST-00120,PROD-0060,Label Printer,Hardware,Peripherals,Asia Pacific,3,7545.14,5.0,21503.64,11187.66,10315.98,Partner,Net 30,Government
TXN-001749,2023-10-16,CUST-00131,PROD-0008,Studio Display,Electronics,Monitors,Latin America,9,7027.84,15.0,53762.95,25248.06,28514.89,Online,Purchase Order,
TXN-001750,2023-01-12,CUST-00326,PROD-0050,Tower Server,Hardware,Servers,Asia Pacific,1,11856.86,5.0,11264.02,5958.67,5305.35,Direct,Net 30,SMB
TXN-001751,2024-07-14,CUST-00337,PROD-0074,NoSQL Service,Cloud Infrastructure,Database,Europe,1,13188.68,10.0,11869.82,4108.57,7761.25,Direct,Purchase Order,Mid-Market
TXN-001752,2025-04-30,CUST-00285,PROD-0063,CPU Xeon,Hardware,Components,Asia Pacific,1,14452.36,10.0,13007.12,4579.48,8427.64,Direct,Purchase Order,SMB
TXN-001753,2024-08-06,CUST-00466,PROD-0077,Model Training,Cloud Infrastructure,AI/ML Services,Asia Pacific,1,10084.47,20.0,8067.58,6380.07,1687.51,Online,Wire Transfer,
TXN-001754,2023-12-23,CUST-00332,PROD-0062,SSD 1TB,Hardware,Components,Latin America,5,9486.51,5.0,45060.9,13284.65,31776.25,Partner,Net 30,SMB
TXN-001755,2025-01-06,CUST-00183,PROD-0010,Mechanical Keyboard,Electronics,Accessories,Latin America,3,12879.43,10.0,34774.46,20559.78,14214.68,Direct,Net 60,Government
TXN-001756,2024-11-26,CUST-00460,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Latin America,16,5748.8,0.0,91980.73,43992.8,47987.93,Reseller,Wire Transfer,Government
TXN-001757,2024-12-03,CUST-00190,PROD-0020,Analytics Pro,Software,Licenses,Europe,10,13711.21,0.0,137112.08,48938.2,88173.88,Reseller,Net 60,Government
TXN-001758,2023-12-03,CUST-00493,PROD-0080,Vision Service,Cloud Infrastructure,AI/ML Services,Middle East & Africa,1,14099.47,0.0,14099.47,7121.74,6977.73,Direct,Net 30,Startup
TXN-001759,2024-09-23,CUST-00036,PROD-0009,Wireless Mouse,Electronics,Accessories,Middle East & Africa,12,2604.51,5.0,40658.86,24339.96,16318.9,Direct,Purchase Order,Startup
TXN-001760,2023-08-09,CUST-00402,PROD-0027,Data Pipeline,Software,Custom Development,North America,6,2795.1,25.0,12577.96,5599.86,6978.1,Direct,Wire Transfer,Mid-Market
TXN-001761,2025-02-09,CUST-00134,PROD-0050,Tower Server,Hardware,Servers,North America,1,11850.52,20.0,9480.41,5958.67,3521.74,Direct,Credit Card,Enterprise
TXN-001762,2024-12-28,CUST-00132,PROD-0012,Webcam HD,Electronics,Accessories,Latin America,11,3410.59,25.0,28137.36,24274.8,3862.56,Online,Net 60,SMB
TXN-001763,2024-08-23,CUST-00420,PROD-0004,MacBook Pro 14,Electronics,Laptops,Middle East & Africa,1,14153.35,15.0,12030.35,10202.3,1828.05,Direct,Credit Card,SMB
TXN-001764,2023-12-12,CUST-00008,PROD-0058,KVM Switch,Hardware,Peripherals,Europe,2,9596.71,0.0,19193.42,13439.48,5753.94,Online,Purchase Order,Mid-Market
TXN-001765,2025-01-03,CUST-00424,PROD-0045,Infrastructure Mgmt,Services,Managed Services,Middle East & Africa,3,2400.43,0.0,7201.3,2792.76,4408.54,Direct,Credit Card,SMB
TXN-001766,2024-02-26,CUST-00237,PROD-0027,Data Pipeline,Software,Custom Development,Europe,1,2686.57,25.0,2014.93,933.31,1081.62,Direct,Purchase Order,Mid-Market
TXN-001767,2023-05-27,CUST-00222,PROD-0043,Integration Setup,Services,Implementation,Latin America,1,11218.54,15.0,9535.76,5870.62,3665.14,Reseller,Credit Card,Enterprise
TXN-001768,2023-06-18,CUST-00347,PROD-0039,Executive Briefing,Services,Training,North America,1,11913.95,0.0,11913.95,7231.22,4682.73,Online,Net 30,Enterprise
TXN-001769,2025-08-06,CUST-00136,PROD-0002,EliteBook 840,Electronics,Laptops,Europe,3,6159.11,0.0,18477.33,11760.24,6717.09,Direct,Credit Card,Mid-Market
TXN-001770,2025-05-21,CUST-00430,PROD-0012,Webcam HD,Electronics,Accessories,Europe,5,3248.12,20.0,12992.46,11034.0,1958.46,Direct,Net 60,Mid-Market
TXN-001771,2025-11-07,CUST-00332,PROD-0043,Integration Setup,Services,Implementation,Middle East & Africa,3,10790.26,25.0,24278.07,17611.86,6666.21,Reseller,Purchase Order,Startup
TXN-001772,2025-08-14,CUST-00299,PROD-0043,Integration Setup,Services,Implementation,North America,6,9747.78,0.0,58486.68,35223.72,23262.96,Partner,Purchase Order,
TXN-001773,2023-09-15,CUST-00095,PROD-0076,Data Lake,Cloud Infrastructure,Database,Latin America,5,7623.13,5.0,36209.88,25857.1,10352.78,Partner,Net 30,Startup
TXN-001774,2025-07-27,CUST-00493,PROD-0049,Rack Server 1U,Hardware,Servers,Europe,1,12138.38,0.0,12138.38,5991.23,6147.15,Direct,Net 60,Startup
TXN-001775,2023-09-01,CUST-00245,PROD-0015,Access Point Pro,Electronics,Networking,Middle East & Africa,1,9912.85,15.0,8425.92,4317.86,4108.06,Direct,Wire Transfer,Mid-Market
TXN-001776,2024-10-18,CUST-00425,PROD-0039,Executive Briefing,Services,Training,Asia Pacific,7,13508.53,10.0,85103.76,50618.54,34485.22,Partner,Credit Card,Startup
TXN-001777,2025-03-18,CUST-00432,PROD-0042,Data Migration,Services,Implementation,North America,7,5245.88,0.0,36721.13,25551.4,11169.73,Partner,Wire Transfer,Government
TXN-001778,2024-03-04,CUST-00280,PROD-0025,API Integration,Software,Custom Development,Asia Pacific,1,9583.34,20.0,7666.67,7011.17,655.5,Reseller,Wire Transfer,Enterprise
TXN-001779,2024-06-07,CUST-00301,PROD-0076,Data Lake,Cloud Infrastructure,Database,Asia Pacific,3,7639.21,5.0,21771.74,15514.26,6257.48,Direct,Purchase Order,Startup
TXN-001780,2024-03-30,CUST-00076,PROD-0054,SAN Array,Hardware,Storage,Asia Pacific,1,7967.64,25.0,5975.73,5141.55,834.18,Reseller,Wire Transfer,Startup
TXN-001781,2024-12-09,CUST-00141,PROD-0039,Executive Briefing,Services,Training,Latin America,1,14007.35,15.0,11906.25,7231.22,4675.03,Direct,Purchase Order,Mid-Market
TXN-001782,2025-06-09,CUST-00344,PROD-0032,24/7 Critical,Software,Support Plans,Middle East & Africa,1,9943.55,10.0,8949.19,5838.76,3110.43,Direct,Net 60,SMB
TXN-001783,2025-06-29,CUST-00319,PROD-0021,CRM Cloud,Software,SaaS Subscriptions,Europe,1,4490.55,0.0,4490.55,1811.02,2679.53,Online,Purchase Order,Startup
TXN-001784,2024-09-02,CUST-00157,PROD-0073,SQL Managed,Cloud Infrastructure,Database,Latin America,1,4619.26,15.0,3926.37,2357.63,1568.74,Direct,Net 30,Government
TXN-001785,2025-10-22,CUST-00193,PROD-0030,Premium Support,Software,Support Plans,Middle East & Africa,5,4564.63,25.0,17117.36,12278.85,4838.51,Reseller,Net 60,Mid-Market
TXN-001786,2025-06-16,CUST-00397,PROD-0055,Backup Appliance,Hardware,Storage,North America,3,11790.15,0.0,35370.45,15687.48,19682.97,Reseller,Wire Transfer,SMB
TXN-001787,2024-02-28,CUST-00186,PROD-0056,Flash Storage,Hardware,Storage,Europe,4,4262.04,10.0,15343.35,5097.88,10245.47,Reseller,Net 30,Government
TXN-001788,2024-08-18,CUST-00075,PROD-0009,Wireless Mouse,Electronics,Accessories,Europe,1,2644.1,15.0,2247.48,2028.33,219.15,Reseller,Net 30,SMB
TXN-001789,2023-10-10,CUST-00021,PROD-0029,Basic Support,Software,Support Plans,North America,10,1512.84,0.0,15128.43,5653.6,9474.83,Direct,Credit Card,Startup
TXN-001790,2025-10-15,CUST-00242,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Latin America,1,5278.41,0.0,5278.41,2749.55,2528.86,Reseller,Net 30,Government
TXN-001791,2025-03-21,CUST-00177,PROD-0002,EliteBook 840,Electronics,Laptops,Asia Pacific,1,6448.61,20.0,5158.89,3920.08,1238.81,Reseller,Net 30,SMB
TXN-001792,2023-11-13,CUST-00244,PROD-0003,ThinkPad X1,Electronics,Laptops,Asia Pacific,17,12564.68,10.0,192239.58,138504.44,53735.14,Direct,Wire Transfer,Startup
TXN-001793,2023-12-08,CUST-00043,PROD-0003,ThinkPad X1,Electronics,Laptops,Middle East & Africa,1,11256.07,0.0,11256.07,8147.32,3108.75,Online,Purchase Order,Startup
TXN-001794,2023-11-13,CUST-00091,PROD-0025,API Integration,Software,Custom Development,North America,1,8378.46,0.0,8378.46,7011.17,1367.29,Online,Net 60,Mid-Market
TXN-001795,2025-11-12,CUST-00426,PROD-0033,Strategy Review,Services,Consulting,North America,4,7949.14,0.0,31796.56,14315.92,17480.64,Online,,SMB
TXN-001796,2025-10-02,CUST-00017,PROD-0040,Certification Prep,Services,Training,Latin America,2,2838.28,5.0,5392.74,2986.64,2406.1,Reseller,Wire Transfer,Mid-Market
TXN-001797,2023-08-09,CUST-00067,PROD-0019,DevOps Tools,Software,Licenses,Middle East & Africa,2,2530.64,10.0,4555.15,1895.02,2660.13,Direct,Wire Transfer,Startup
TXN-001798,2023-09-22,CUST-00266,PROD-0052,GPU Server,Hardware,Servers,North America,2,6299.67,20.0,10079.47,8255.1,1824.37,Online,Purchase Order,SMB
TXN-001799,2023-03-21,CUST-00280,PROD-0034,Architecture Design,Services,Consulting,Europe,3,13075.2,20.0,31380.47,15349.5,16030.97,Online,Net 30,Mid-Market
TXN-001800,2024-12-08,CUST-00161,PROD-0016,Firewall UTM,Electronics,Networking,Europe,1,1164.61,5.0,1106.38,674.64,431.74,Reseller,Credit Card,Government
TXN-001801,2023-02-26,CUST-00002,PROD-0009,Wireless Mouse,Electronics,Accessories,Europe,1,2790.91,25.0,2093.18,2028.33,64.85,Reseller,Credit Card,Enterprise
TXN-001802,2024-02-02,CUST-00090,PROD-0011,USB-C Hub,Electronics,Accessories,Middle East & Africa,1,16082.35,0.0,16082.35,4656.86,11425.49,Online,Purchase Order,Startup
TXN-001803,2023-08-25,CUST-00497,PROD-0031,Enterprise Support,Software,Support Plans,Middle East & Africa,1,12072.6,5.0,11468.97,7769.8,3699.17,Reseller,Net 30,SMB
TXN-001804,2024-08-28,CUST-00169,PROD-0050,Tower Server,Hardware,Servers,Europe,2,12180.67,0.0,24361.35,11917.34,12444.01,Direct,Purchase Order,
TXN-001805,2025-10-26,CUST-00111,PROD-0040,Certification Prep,Services,Training,Asia Pacific,1,2918.9,0.0,2918.9,1493.32,1425.58,Direct,Wire Transfer,Enterprise
TXN-001806,2023-09-26,CUST-00426,PROD-0049,Rack Server 1U,Hardware,Servers,North America,2,11803.51,10.0,21246.32,11982.46,9263.86,Online,Credit Card,
